가게명,카테고리,주소,리뷰
골목집,"오리고기, 오리불고기",서울특별시 영등포구 도림로139가길 11-1 1층 골목집,이렇게 유명한 곳인 줄 모르고 방문했는데 엄청 유명한 곳이더라구요 사람들 엄청 많았고 미리미리 끓여두는지 주문하면 바로 나옵니다
무겐스위치,일본식라면,서울 마포구 동교로 242-13,"풀토핑라멘!! 딱딱한 면, 간 강하게, 기름 진하게로 해서 먹었는데 맛있었어요. 자리에 비치된 두반장이랑 다진 마늘 넣어 먹으니까 더 맛이 진해져서 좋았어요. 근데 제가 짠 음식을 좋아하는 편인데도 간 강하게는 너무 짜더라구요 보통 시킬 걸 그랬습니다.. 일요일 딱 오픈 시간에 도착해서 자리에 착석했는데 한 5분 뒤부터 줄 서서 기다리는 사람들이 생기더라구요.
음식이 맛있어요+4
개의 리뷰가 더 있습니다
펼쳐보기"
오향가,중식당,서울 송파구 송이로 106,"평일 저녁 방문했는데 연말이라 그런지 1시간정도 대기햇어요! 기다리는 중에도 계속해서 웨이팅 늘어나더라구요!! 족발이랑 탕수육, 볶음밥 먹엇는데 족발은 입에 넣자마자 사르르르 녹고 진짜 이제 다른 족발 못먹을 정도엿아요ㅠㅠ😭😭😭😭 그리고 리뷰에 탕수육 이야기가 많아서 시켯는데 탕수육도 진짜 바삭하고 너무 맛잇어서 강추입니다💯👍👍
음식이 맛있어요+3
개의 리뷰가 더 있습니다
펼쳐보기"
고다이 한남본점,양갈비,서울 용산구 한남대로18길 28,"우아한 음악과 예쁘게 구워지는 소리가 끝내주는 곳 먹텐에서 보고 좋은날 방문해서 너무 맛있게 먹고갑니다. 양고기 많이 먹어봤지만 시경오빠 말처럼 특별한 윗길 고기 잘 느끼고 가요~ 맛, 분위기 좋은 곳에서 돈쓰고 아깝지 않았네요^^ 부모님과 함께 오고싶은 친절한 고다이 정말 최고👍
음식이 맛있어요+4
개의 리뷰가 더 있습니다
펼쳐보기
이미지 수
4"
탄포포,일식당,서울 송파구 백제고분로7길 52-19,"방문 할때 마다, 만족 하며 결재 하는 몇 안되는 가게 입니다. 여전히 사람이 많이 찾으시는 곳이구요. 예젠에는 예약도 안되었었는데, 이제 5시 예약 되니 조금 편해 졌죠. 어떤 것은 5년 만에 먹었네요.
음식이 맛있어요+4
개의 리뷰가 더 있습니다
펼쳐보기
이미지 수
7"
북천,돈가스,서울 용산구 한강대로10길 17,"용산 북천돈까스 영업시간 월-금 11:00 - 20:00 브레이크타임 14:00 - 17:00 토 11:00 - 14:30 매주 일요일 휴무 위치 서울특별시 용산구 한강대로10길 17 용산역에서 10분 거리 하이드 건물 맞은편 골목에 있다. 용산에서 맛있는 경양식 돈가스 먹고 싶어서 찾아온 북천 돈가스! 하지만 우리가 발견한 시간은 15:30 이었고... 그래도 포기할 수 없어서 근처 이디야에서 17시까지 버티다가 오후 영업 오픈런했다. 가게 내부에는 자리가 많았고 맛집이라 그런지 금세 자리가 찼다. 우리는 둘다 브라운돈가스SET로 주문! 그냥 돈가스만 하면 14,000원이고 여기에 천원 추가하면 15,000원에 미니우동까지 먹을 수 있다. 화이트 돈가스도 궁금했지만 아무래도 경양식하면 브라운 돈가스 딱 경양식 돈가스 답게 소스가 잔뜩 뿌려진 돈가스였고 산처럼 쌓여있는 양배추 샐러드와 후리카케가 뿌려진 밥, 단무지, 깍두기, 피클, 그리고 미니우동까지! 양이 정말 많았다. 다음에는 화이트 돈가스도 먹어보고 싶다. 고기는 두툼하고 튀김옷은 얇아서 정말 맛있었다. 미니우동도 따끈하니 좋았지만 경양식 돈가스 하면 크림스프가 더욱 생각나긴 한다..."
카덴,이자카야,서울특별시 서대문구 연희로 173 거화빌딩,"재방문입니다. 우동 카덴도 즐겨가는 곳인데 깔끔하고 예쁜 정갈한 일본 가정식 생각이 날 때, 가벼운 접대를 할 때 생각이 납니다. 1층 우동도 그랬고, 2층 카덴도 제가 방문할 때마다 정호영 셰프님👨‍🍳이 계셔서 더 음식에 신뢰가 가고, 매장에 정성을 다 하시는 것 같아 함께 간 분들도 좋아해주셔서 만족도가 높은 곳이에요. 점심 정식에 생선을 다양한 종류와 조리법으로 적당량 맛볼 수 있어서 좋고, 그릇과 음식의 색깔의 조화가 아름다워서 미각,시각,후각 모두 만족스럽습니다. 주차또한 발렛1천원이라 감동입니다.
음식이 맛있어요+4
개의 리뷰가 더 있습니다
펼쳐보기
이미지 수
2"
그랜드하얏트서울 테판,퓨전음식,서울특별시 용산구 소월로 322 그랜드 하얏트 서울,"남친 생일 기념으로 몇년간 벼르던 테판을 가봤는데 계절별 다 느껴보고 싶다 정말 가치가 있구나 했어요 후기가 좋은 이유가 있어요! 임재홍 셰프님이 정말 섬세하게 맛 볼수 있게 준비해주셔서 하나하나 작품이다면서 감탄하면서 감사히 먹었습니다🙏🏻 불쇼때는 슬로우모션으로 찍어야한다고 꿀팁도 주셨답니다🙂 좋은 음식을 먹으니 부모님을 꼭 모시고 와야겠다는 생각을 했어요 미리 예약할때 써놨는데 바로 디저트에 초도 해주시고 셰프님 덕분에 1시간 30분 너무 행복했습니다🙏🏻 직원분들 다 친절하세요 무조건 재방문 의사 100%입니다 누구를 데려가도 만족하실꺼예요 디저트도 너무 맛있었어요
친절해요+4
개의 리뷰가 더 있습니다
펼쳐보기
이미지 수
7"
구복만두,"칼국수,만두",서울특별시 용산구 두텁바위로 7,"몇년째 눈팅만 하고 있었던 미쉐린 맛집 구복만두를 드디어 가봤습니다. 구복전통만두 6개 7,500와 샤오롱바오 6개 8,500를 혼밥으로 먹었습니다. 3-4시 브레이크 끝나는 4시에 맞춰 도착했음에도 마지막 테이블에 앉았어요. 만두는 찌고 조리하는 시간이 있어 나오는데 시간이 약간 걸려요. 만두의 맛은 10점 만점에 9점 이상 드리고 싶을 정도로 좋았습니다. 구복전통만두는 군만두임에도 전혀 기름지지 않고, 양배추가 미량 들어있는데 꽉찬 고기내용물의 밀도를 가볍게 하면서 이국적인 향신료가 끝에 싹 감도는 산뜻한 고기만두였어요. 샤오롱바오는 육향, 기름기 어디에도 한쪽으로 치우치지 않고 발란스가 퍼펙트하며 육수를 1도 손해보지 않도록 개별그릇에 담겨 나오는 배려가 완벽한 맛으로 이어졌습니다. 박수 짝짝~
음식이 맛있어요
이미지 수
19"
비스트로카덴,와인,서울 서대문구 연희로25길 12,"맛있게 잘 먹고 왔습니다~ 주문한 모든 메뉴들 깔끔하고 맛있습니다~
음식이 맛있어요+4
개의 리뷰가 더 있습니다
펼쳐보기"
육전식당,"삼겹살, 육전",서울특별시 동대문구 난계로30길 16,"고기자체가 맛있음 구워주는것도 한몫하는 듯함
직원들이 전체적으로 친절함 대기실도 있어서 좋음 외국인 많음"
북천,돈가스,서울 용산구 한강대로10길 17,안녕하새요 곰세마리입니다 오늘 포스팅 은 바로 용산역 근처에 있는 맛집 북천 입니다 좌측에는 사진이 걸려져있는 흑백 흑백한 인테리어 안쪽에 자리가 좀 더 있습니다 !! 북천 메뉴판입니다 브라운 돈가스가 유명해서 브라운 돈가스 세트로 가도록하갰습니다 한입 우동이 나오는군요 ! 뜨든 하게 맛보기 우동 겨율에 좋을듯하내요 ! 쨋든 메인으로 들어와서 ! 브라운돈까스 !! 브라운 돈까스 두톰 두톰합니다 그쵸 이거죠 비싸도 두톰 두톰 하면 인정합니다 또한 브라운 돈까스 소스가 누구나 다 알법한 달짝찌근한 그러한 돈까스에서 맵찔이 기준 매콤달콤해서 느끼함이 전혀 앖고 냄새도 나지 않았습니다 !! 오케이 이렇게해서 용산역 맛집 북천 이였습니다 다소 다음 시간이 불정확해서 그냥 평일에만 가시는걸 추천드립니다 3트만에 먹어보네요 그래서 북천 위치는? 용산역 도보 10~13분 거리에 위치하였습니다 오늘의 포스팅을 마치도록하겠습니다 다음 포스팅에서 만나여~ 좋아요 와 댓글은 감사합니다 + #북천돈까스 #북천 #돈까스 #돈까스맛집 #용산역 #용산역맛집 #용산돈까스 #용산 #용산맛집 #용산돈까스맛집 #용산역돈까스 #서울돈까스 #서울 #서울맛집
부산식당,"해물,생선요리",서울 종로구 인사동11길 12,"생태는 없어서 생대구탕과 생두부를 주문했다. 서빙이 느린듯 무관심한듯하지만 시간이 지나면 알아서 다 나오는듯하다 조급하신 분들은 답답할수 있지만 기다릴수밖에 반찬 리필도 할 생각도 않들었네요. 신선한 생대구탕에는 양파가 많이 들어가서 인지 국물은 달달한 편이었네요 대구양은 1인당 단면 한 조각 정도이며 머리 뽈살을 먹을수 있는 반쪽 등이 들어가있고 양이 많지 않은편이라 생두부를 시켜서 같이 먹고가네요.
재료가 신선해요
이미지 수
5"
진미평양냉면,냉면,서울특별시 강남구 학동로 305-3,"오랜만에 방문한 진밉평양냉면 어복쟁반 소 60,000 만두 냉면곱배기 냉면한그릇이 2만에 육박하는시대가왔네요ㅎ 25일 늦은점심이라 대기없이 바로입장 여전히 넉넉한양의 어복쟁반 국물 여러번 리필해 먹음요 슴슴한맛의 냉면은 그맛을 아는사람과 모르는사람의 호불호가 역시있네요 전 그맛을 조금씩알아가는중이나 엄마는ᆢ아직ᆢ함흥냉면에 길들여져 심심해하심 이집 만두는 피가 도톰 맛은 자극적이지않은맛 오랜만에 잘먹고갑니다 ~
음식이 맛있어요+4
개의 리뷰가 더 있습니다
펼쳐보기
이미지 수
4"
트리드,양식,서울특별시 강남구 선릉로162길 16 2층,"예전부터 방문해보고 싶었던 흑백요리사 맛집, 트리드! 강승원 셰프님의 요리는 역시 기대했던 바와 같이 부족함이 없었고, 평소에 경험해보지 못한 스타일이라 만족감이 더욱 컸던거 같아요. 세상 특별한 경험을 할 수 있게 해주신 것에 다시 한 번 감사의 말씀을 🥳 6글라스 와인 페어링도 곁들여보았는데, 음식과의 마리아주가 정말 훌륭한 리스트라는 생각이 들더라구요 😏 저처럼 와인을 즐기는 분들이라면 와인까지 즐겨보시길 추천드려봅니다 👀
음식이 맛있어요+4
개의 리뷰가 더 있습니다
펼쳐보기"
SUSHI702,"초밥,롤",서울 강남구 압구정로28길 31,"낮에 방문해서 식사하면서 반주하기 너무 좋아요 ✨🥹 메뉴들 하나같이 너무 맛있고 분위기도 너무 좋아요❤️ 다음에 또 올게요‼️
인테리어가 멋져요+4
개의 리뷰가 더 있습니다
펼쳐보기"
오레노라멘,"라멘, 닭",서울특별시 종로구 율곡로 49-4 1층,식사시간대는 웨이팅이있지만 기다려서 먹어야합니다 ㅋㅋ 라멘 진짜 맛있어요 ㅠ 면 부족하면 더 주시는 것듀 양 짱 많고.. 좋아요 진하고 담백한 라멘 육수 최고
엘몰리노,"멕시코,남미음식",서울 성동구 서울숲2길 19-18,"아주 특별한 식당이예요!👍👍 음식이 모두 개성있고 맛있어요~! 아구아칠리 로호! 처음 먹어본 음식인데 음식 식감이 재밌어요~ 아삭아삭 보들보들 상큼하고 전식으로 너무좋네요🩷🩷 피쉬타코는 튀김이랑 또띠아랑 소스의 식감이랑 온도가 너무 좋았어요~! 가장 기억에 남는 음식이예요^^👍 직원분들이 모두 미소와 친절한 음식설명 덕에 기분좋은 식사했네요🥰🥰 왕왕왕추천: 피쉬타코💕💕💕💕💕 또와야지😄
음식이 맛있어요+4
개의 리뷰가 더 있습니다
펼쳐보기
이미지 수
8"
북성해장국,한식,서울 서대문구 신촌로35길 7,"깔끔한 소뼈해장국으로 선지가 너무나도 맛있어서 깜놀 국물 느끼함 없어서 부담없이 계속먹을수있을 국이네요 깍두기 맛있게 시원해요
음식이 맛있어요+3
개의 리뷰가 더 있습니다
펼쳐보기"
츄리츄리,이탈리아음식,서울 마포구 독막로15길 3-13,"갈 때마다 너무 맛나게 먹고오는 츄리츄리ఇ 토마토소스 베이스로 한 음식들이 츄리츄리에서만 먹을 수 있는 도리도리맛도리맛이예요!!!! 파스타 익힘도 뇨끼의 익은 정도도 훌륭👍🏻
차분한 분위기에요+3
개의 리뷰가 더 있습니다
펼쳐보기
이미지 수
4"
김인복의광평 삼성본점,"육류,고기요리",서울 강남구 영동대로106길 45,"방문할때마다 감동받는 맛집이예요. 너무 맛있고 매일 매일 생각나는곳입니다. 고기질도 좋고 육회도 최고! 모든 메뉴가 다 맛있고 친절해서 더 좋아요!
음식이 맛있어요+4
개의 리뷰가 더 있습니다
펼쳐보기
이미지 수
1"
깡통만두,만두,서울특별시 종로구 북촌로2길 5-6 1층,"안국역 북촌한옥마을에 위치한 깡통만두 다녀왔어요 웨이팅이 있어 바로 테이블링 어플로 예약해주고 한시간 이상 기다렸어요 북촌 근처는 물가가 조금 높은 편인데 가성비도 좋은 거 같아요 저는 대표 메뉴인 칼만두로 주문했고 음식은 조금 늦게 나왔습니다 반찬도 정갈하게 잘 나왔고 생면을 사용해서 칼국수 면도 쫄깃했어요 만두도 큼지막했고 밥까지 추가하니 가격대비 양도 많았습니다 만두는 고기만두 김치만두 해물만두 세종류가 들어있었고 속이 꽉차 큼지막해서 좋았어요 특히 알싸한 마늘 김치와 칼국수가 잘 어울렸고 깔끔한 사골국물이 상당히 담백했습니다 칼국수와 만두 두다 훌륭했고 첫 방문이라면 칼만두 추천드려요 특정 직원분은 조금 불친절했는데 나머지 분들은 친절하셨고 재방문 한다면 만두전골도 먹어보고 싶습니다
친절해요+4
개의 리뷰가 더 있습니다
펼쳐보기
이미지 수
20"
보건옥,"육류,고기요리",서울 중구 창경궁로8길 12,"불고기가 생각했던 것 보다 양이 많아서 놀랬어요. 많이 달지 않아 좋았고, 육회비빔밥이 맛있었어요. 후식으로 챙겨주신 요구르트도 잘 마셨습니다!
음식이 맛있어요+3
개의 리뷰가 더 있습니다
펼쳐보기
이미지 수
5"
단디,덮밥,서울특별시 송파구 백제고분로45길 7,"호르몬동 너무너무 맛있게 먹었어요!! 매콤하고 부드럽고 정말 맛있어요! 사케동 연어도 싱싱하고 양도 가득가득 합니다 ❤️ 사이드로 주문한 애비후라이도 함께 나오는 소스 최고!! 모두 맛있게 먹었어요!😊
음식이 맛있어요+4
개의 리뷰가 더 있습니다
펼쳐보기"
호반,한식,서울 종로구 삼일대로26길 20,"외국인에게 한식집을 소개한다면 언제나 첫 손가락에 꼽는 나의 최애집, 호반. 아쉽게도 오늘은 강굴이 산지에서 안 올라와서 ㅠ 대신 병어찜과 우설+편육 반반으로. 기본찬 역시 언제나 만족스럽고. 중간에 주시는 비지도 아주 좋음. 사장님 건강하셔서 언제나 맛을 지켜주시길.
친절해요+4
개의 리뷰가 더 있습니다
펼쳐보기"
원조나주곰탕,"곰탕,설렁탕",서울 영등포구 버드나루로7길 7,"영등포 원조나주곰탕. 서울에서 나주곰탕먹고 나주스럽지 않아서 실망할 때가 많았는데... 방화동 그 집 보다 맛도 훨낫고, 일단 오전 팔시부터 영업해서 넘나 좋은것!ㅋ 앞에 병원이 있어서 일찍부터 영업하나? 출근전에 남의 집서 아침먹고 출근합니다.ㅋㅋ 이 건물3층. 2층의 남도생태 남도국밥집도 궁굼쓰. 다들 일찍 여시는군효. 추억비 새기 반성해.ㅋ 엘베 있는지 모르고 걸어올라가니께 이런 문짝간판이 똭.ㅋㅋ 이렇다고 합니다. 이러니 마시가 나주에 있는 곰탕집이랑 똑같징.ㅋ 보통인지 특인지 생각이안나ㅋㅋ 암튼 일반 곰탕이에염. 국물 봐라바라바라바~~ 김치랑 깍뚜기는 무난한..;; 밥을 국물에 휘풀어 주고, 자.. 출발하자규ㅋ 한 입 잡솨~~~ 김치올리가~ 한 입 잡솨~~~ 국물 추가염.ㅋ 마치 소고기 뭇국같은, 아님 맑은 갈비탕 국물 그 너낌? 발우공양. 이집 좋내여. 모임해도 좋을듯 하고, 특곰탕이나 수육곰탕 한 뚝배기에 혼술하기도 좋을듯 합니다.굿굿 근데 오후 6시에 끝난다는ㅋㅋㅋ 영등포 원조나주곰탕 주중 08:00~18:00(주말 휴무) 서울 영등포구 버드나루로7길 7 카보드동우빌딩 02-2677-5066"
쿠시카츠쿠시엔,요리주점,서울 마포구 월드컵북로5나길 18,주변 손님들만 조용하다면 혼술하기 좋은 곳
쉐시몽,프랑스음식,서울특별시 마포구 월드컵로10길 48 동궁빌딩,"먼 곳에서 친구가 돌아와 신나서 오래 전에 예약하고 한참 기다려서 온 집인데 만족도 200%였다 가격대가 있어 자주 오긴 힘든 집이지만 언제 와도 기대를 만족시키는 훌륭한 식당이다. 남편이 쉐프 아내가 소믈리에인데 오래 맛과 서비스가 변하지 않고 이 퀄리티를 유지하는데 정말 대단하다 느낀다. 메뉴는 코스 요리 하나다 점심은 70,000원 저녁은 98,000원
음식이 맛있어요+4
개의 리뷰가 더 있습니다
펼쳐보기"
약수순대국,"순대,순댓국",서울 중구 동호로7길 14,"서울에서 순대국밥 제일 잘하는집이라 칭할수 있습니다 그정도로 인기 많고 맛있어요! 고기도 많이 주고 각종 내장도 다 넣어 주셔서 푸짐하게 한그릇 할 수 있어서 정말 좋았습니다! 웨이팅 기본이지만 오늘은 운 좋아서 웨이팅 없이 들어갔습니다 혼자 오는 손님을 위해서 1인석 많이 준비되어 있어요 사장님 친절하시고 각종 반찬 무한리필 가능합니다 값이 다른곳에 비해 2천원 더 비싸지만 충분히 그럴 가치가 있는 순대국이라서 추천합니다😛 꼭 드셔보세요 JMT입니다🫢
음식이 맛있어요+1
개의 리뷰가 더 있습니다
펼쳐보기
이미지 수
2"
데일리픽스 강남본점,햄버거,서울 강남구 논현로85길 70,명품수제버거 데일리픽스 강남본점을 다녀왔습니다. 명성답게 수준높은 퀄리티를 보여주었습니다. 두 가지 종류를 시켰는데 둘 다 맛있내요. 손님도 많고 직원분들도 친절하십니다. 만족스러운 방문이었습니다.
임병주 산동칼국수,"칼국수, 만두",서울특별시 서초구 강남대로37길 65,"바지락도 많이 들어있고 칼국수 면발이 쫄깃해요.
국물도 시원하고 맛있어요.
김치도 맛있어요."
내추럴하이,양식,서울 용산구 녹사평대로 248,"너무 궁금하고 기대했는데 기대이상의 행복을 느끼다 온 내추럴하이 ㅠㅠ 내추럴 와인바의 원톱이 아닐까 팬심으로 생각해봅니다 지인들도 와인바에 빠지고 이 곳에 무조건 또오겠다며 ㅋㅋㅋ 광팬이 됐네요 추천받은 오렌지와인은 너무 맛나서 남은 한병도 구매해서 왔어요 친절하고 통쾌하던 사장님의 추천도 좋고 정말 메뉴들이 다 맛있.. 좀더 많은 사진과 리뷰는 👇🏻👇🏻 https://m.blog.naver.com/heybb/223588175379
친절해요+4
개의 리뷰가 더 있습니다
펼쳐보기"
빠넬로,이탈리아음식,서울 마포구 어울마당로5길 29,"유튜브에서 후기를 보고 한번 꼭 가보고 싶었던 곳입니다. 피자가 정말 인상적인 곳이고 파스타도 좋습니다. 대부분 예약을 하고 오시는 것 같아요. 화덕피자를 좋아하는 분께는 추천하고 싶은 곳입니다.
음식이 맛있어요+4
개의 리뷰가 더 있습니다
펼쳐보기"
하니칼국수,"칼국수, 알곤이탕",서울특별시 중구 퇴계로 411-15,"사진 첨부가 안돼서 후기만 남겨요.
미나리와 곤이가 가득 들어가서 시원한 맛이 일품입니다. 여성 분들도 많으시고 대체로 만족하시는 느낌이었습니다. 술이 먹다보면 땡기는데 전통술도 팝니다"
크리스탈제이드 소공점,중식당,서울특별시 중구 남대문로7길 16 한국빌딩 B1,"에그누들이 먹고싶어 방문한 크리스탈제이드! 평소에도 좋아하는 식당이긴 하지만 오늘은 더더욱 맛있게 먹고왔어요. 해산물 에그누들 차오멘 먹었는데 식감과 맛 너무 좋고 특히 해산물이 딱 알맞게 익어서 탱글하고 너무 맛있네요:) 이베리코 탕수육도 부들부들하고 잡내 1도 없고 진짜 최고..! 샤오마이도 오늘따라 더 맛있는 느낌? 진짜 속 꽉차있어요 ㅎㅎ 새해 프로모션으로 복숭아빠오도 주셔서 후식까지 알차게 먹고왔네요:) 진짜 너무맛있고 기분 좋아지는 매장이에요~
인테리어가 멋져요+4
개의 리뷰가 더 있습니다
펼쳐보기
이미지 수
3"
명동교자,"칼국수, 김치",서울특별시 중구 명동10길 29,"친구들이 명동왔으면 명동교자먹자고해서 첨가봤는데 외국인이 정말정말많더라구요...비빔국수랑 만두 먹었는데 비빔국수랑 김치에 마늘을 얼마나 많이넣은건지 고통스러웠음ㅠㅠ 먹는내내 이걸 외국인들이 먹는다고?! 이러면서 먹음...맛은있었는데...먹느라 너무힘들었어요...비빔국수에 삶은계란이라도 넣어주시지
만두는 진짜 맛있더라구요 만두짱~만두만 먹으러 또오고싶음"
원조갈매기,돼지고기구이,서울 마포구 새창로 21,"달콤한 양념이 스며든 와규 주물럭은 입에서 살살 녹네요. 갈매기살도 식감이 아주 좋았습니다. 공덕역 인근에 갈매기 원조를 주장하는 식당들이 여럿 있다보니, 규모도 그렇고, 위치도 그렇고, 여기가 오히려 살짝 소외된 느낌도 없지 않습니다. 하지만 맛과 가성비로 볼 때는 원조갈매기 본점이 최고입니다.
음식이 맛있어요+4
개의 리뷰가 더 있습니다
펼쳐보기
이미지 수
8"
양양메밀막국수,막국수,서울특별시 서초구 동광로15길 10,"살짝 추워서 먹을까 말까 고민하다가 들어갔는데 따뜻하고 향이 좋은 메밀차를 주셔서 국수 먹기 전에 두컵이나 마셨어요. 동치미 무도 짜지 않고 맛있고, 메밀면은 끈기 전혀 없는 아주 거칠고 투박한 면이었는데 건강한 맛이에요 다음에 또 갈 의향 있습니다
음식이 맛있어요"
북성해장국,한식,서울 서대문구 신촌로35길 7,깔끔한 소뼈해장국으로 선지가 너무나도 맛있어서 깜놀 국물 느끼함 없어서 부담없이 계속먹을수있을 국이네요 깍두기 맛있게 시원해요
진주회관,국수,서울특별시 중구 세종대로11길 26,"콩국수 맛있게 먹은 기억에 다시 방문 했는데.. 콩국수는 3월 1일부터 하신다네요 ㅠㅠ 아쉽지만 섞어찌개로 대신 했는데요. 부대찌개 재료인데 매운탕 같은 느낌이 나는 듯(?)합니다. 햄과 소시지 덕분에 조미료 맛이 강하긴 하지만 밥 한그릇 뚝딱 해치우고 나왔습니다. 맛있게 잘 먹었습니다 :)
음식이 맛있어요+3
개의 리뷰가 더 있습니다
펼쳐보기"
개성만두 궁,만두,서울특별시 종로구 인사동10길 11-3,"친구들과 인사동 투어하면서 방문한 만둣국 맛집🥟 주말에 연말이라 외국인 관광객도 많고, 조금 늦게 갔지만 대기가 조금 있었어요. 그래도 테이블이 많아 금방 줄어들어서 좋았어요. 부추전까지 먹었는데 맛있어서 친구들도 만족!✨️ #미국에서놀러온친구와 #만두국맛집 #전이빠지면섭하지
음식이 맛있어요+2
개의 리뷰가 더 있습니다
펼쳐보기
이미지 수
4"
송화산시도삭면,"딤섬,중식만두",서울 광진구 뚝섬로27길 48,"주말에 조양마트 갔다가 조양마트 옆에 웨이팅이 많은 음식점이 있는 거예요. 뭐지 봤더니 송화산시도삭면 2호점이었는데요. 오후 2시 30분 정도에 웨이팅 하려는데 2호점은 웨이팅 마감이라 하더라고요. 그래서 도보 5분 거리에 있는 1호점에서 40분 웨이팅 하고 들어갔습니다 :) 송화산시도삭면 건대 맛집 주말 웨이팅 후기 주소 : 서울 광진구 뚝섬로27길 48 전화 : 0507-1319-7828 영업시간 : [월, 수-일] 11:00 - 23:00 [휴무] 화요일 [주말 브레이크타임] 16:00 - 17:00 주차 : 불가 2인 결제금액 : 19,000원 외부 및 내부 전경 여기가 조양마트 옆 송화산시도삭면 2호점인데요. 실제로는 보이는 것보다 줄이 더 길었어요! 여기가 본점인데 이쪽도 웨이팅이 많기는 마찬가지였습니다. 일단 도착하면 매장에 들어가서 직원분께 웨이팅 등록을 하셔야 해요. 그리고 순서가 가까이 다가오면 미리 메뉴판을 주시는데 들어가기 전에 먼저 골라서 메뉴를 말씀드리면 됩니다. 사람이 정말 많은데 회전율이 빠른 편이더라고요. 주방에서 면 자르는 모습 보고 싶었는데 주방과 먼 곳에 앉아서 따로 보지는 못했어요. 메뉴 도삭면, 딤섬, 꿔바로우 및 가지 튀김 등의 요리 메뉴가 있습니다. 사진이 같이 나와서 고르기 편했어요! 음식 저희는 2인 테이블에 앉았는데요. 겨울이라 외투도 그렇고 가방까지 있는데 둘 곳이 없어서 감싸 안고 먹었더니 좀 불편했어요. 옆 사람과의 간격도 너무 가까워서 (거의 한 테이블) 몸을 움츠리고 먹다 보니, 평일 한가한 시간이 있다면 그때 다시 와서 여유롭게 즐기고 싶다는 생각이 들더라고요. 음식은 미리 메뉴를 말해놨기 때문에, 자리에 앉자마자 바로 나와요. 그리고 반찬은 땅콩이랑 짜샤이가 나옵니다. 기본 도삭면(10,000원) 주문했는데 저는 10년 전에 명동에서 한번 먹어봤고 아리마는 처음이었는데요. 일단 둘 다 고수를 안 먹기에 바로 옆에 그릇에 뺐습니다. 면이 두꺼운데도 쫄깃하고 밀가루 맛이 많이 안 나서 좋았어요. 탱탱한 면이라 식감도 좋고 국물 맛도 진해서 한 그릇씩 시킬걸 싶더라고요. 고기, 청경채, 메추리알이 들어있고요. 둘이 하나를 나눠먹는 건 너무 아쉬워서, 또 간다면 무조건 다른 사이드 주문하더라도 1인 1도삭면 하려고요. 딤섬은 원래 송이상소교 주문하려 했는데 솔드아웃 됐다고 해서 쇼마이(5p_9,000원)로 주문했습니다. 크기가 일반적으로 알고 있는 딤섬 크기에 2배였어요. 그리고 속이 다진 고기와 새우로 꽉 차있어요. 여긴 도삭면뿐만 아니라 딤섬 맛집이라고..."
하동관 명동본점,"곰탕,설렁탕",서울특별시 중구 명동9길 12,"이른 아침 영업시작하자마자 들어가서 곰탕 주문함. 실내는 유명 역사있는 식당답게 깔끔하면서도 세월이 느껴짐. 엔틱 원목 식탁 의자가 단단한 것도 장점. 놋 식기도 묵직한게 좋음. 여느 오래된 국밥 식당처럼 밥과 수저가 그릇에 담겨나옴. 곰탕 국물은 깨끗 순하면서 맛있음. 설렁탕의 럭셔리 버전 느낌. 고기와 양은 얼핏보면 커 보이지만 얇게 썰어 식감이 부드럽고 한입에 잘 들어감. 깍두기 당연 맛있음. 국물과 밥은 더 달라면 더 줌. 사장님 할머니가 곱게 나이드셔서 기품있어 보임. 미슐랭 빕구르망이고 가격은 약간 있음. 전체적으로 훌륭한 식당임.
친절해요+4
개의 리뷰가 더 있습니다
펼쳐보기
이미지 수
5"
옳음,한식,서울특별시 강남구 선릉로152길 37 3층 옳음 OLH EUM,"너무너무 맛있어서 실수도 참을수 있는 음식이에요ㅠㅠㅠ 노력과 맛과.... 생일이라 갔는데 ... 진짜 ㅋㅋㅋ... 할말 잃읗 정도에 맛과 정성이였습니다🙏❤️ 오죽하면 제가 직원분들 커피랑 디저트시켜드리고 왔습니다💕 너무 행복한 하루를 보내게 해쥬셔서 너무 감사드려요 !!!
음식이 맛있어요+4
개의 리뷰가 더 있습니다
펼쳐보기"
